sparsity,performance,config_list
0.8,0.1,"[{""sparsity"": 0.03054719780164151, ""op_types"": [""Conv2d""], ""op_names"": [""feature.0""]}, {""sparsity"": 0.06545869268903025, ""op_types"": [""Conv2d""], ""op_names"": [""feature.3""]}, {""sparsity"": 0.1399768857475859, ""op_types"": [""Conv2d""], ""op_names"": [""feature.7""]}, {""sparsity"": 0.3118456757370418, ""op_types"": [""Conv2d""], ""op_names"": [""feature.10""]}, {""sparsity"": 0.47393455111294275, ""op_types"": [""Conv2d""], ""op_names"": [""feature.14""]}, {""sparsity"": 0.52146227051812, ""op_types"": [""Conv2d""], ""op_names"": [""feature.17""]}, {""sparsity"": 0.5713590204664122, ""op_types"": [""Conv2d""], ""op_names"": [""feature.20""]}, {""sparsity"": 0.6236421453622664, ""op_types"": [""Conv2d""], ""op_names"": [""feature.24""]}, {""sparsity"": 0.7756683518126309, ""op_types"": [""Conv2d""], ""op_names"": [""feature.27""]}, {""sparsity"": 0.8251937451122671, ""op_types"": [""Conv2d""], ""op_names"": [""feature.30""]}, {""sparsity"": 0.8614874453209681, ""op_types"": [""Conv2d""], ""op_names"": [""feature.34""]}, {""sparsity"": 0.9191443505436119, ""op_types"": [""Conv2d""], ""op_names"": [""feature.37""]}, {""sparsity"": 0.9374173102403338, ""op_types"": [""Conv2d""], ""op_names"": [""feature.40""]}]"
0.8,0.1,"[{""sparsity"": 0.16125772941735805, ""op_types"": [""Conv2d""], ""op_names"": [""feature.7""]}, {""sparsity"": 0.1629177931840698, ""op_types"": [""Conv2d""], ""op_names"": [""feature.10""]}, {""sparsity"": 0.2770553464707386, ""op_types"": [""Conv2d""], ""op_names"": [""feature.14""]}, {""sparsity"": 0.30394399897259144, ""op_types"": [""Conv2d""], ""op_names"": [""feature.17""]}, {""sparsity"": 0.36919471275246263, ""op_types"": [""Conv2d""], ""op_names"": [""feature.20""]}, {""sparsity"": 0.7333901854621052, ""op_types"": [""Conv2d""], ""op_names"": [""feature.24""]}, {""sparsity"": 0.7759095816656725, ""op_types"": [""Conv2d""], ""op_names"": [""feature.27""]}, {""sparsity"": 0.8598025604473969, ""op_types"": [""Conv2d""], ""op_names"": [""feature.30""]}, {""sparsity"": 0.8871937764757655, ""op_types"": [""Conv2d""], ""op_names"": [""feature.34""]}, {""sparsity"": 0.923544345907622, ""op_types"": [""Conv2d""], ""op_names"": [""feature.37""]}, {""sparsity"": 0.9568040959044847, ""op_types"": [""Conv2d""], ""op_names"": [""feature.40""]}]"
0.8,0.1,"[{""sparsity"": 0.14351187334736143, ""op_types"": [""Conv2d""], ""op_names"": [""feature.7""]}, {""sparsity"": 0.19144599298090656, ""op_types"": [""Conv2d""], ""op_names"": [""feature.10""]}, {""sparsity"": 0.3313494662979956, ""op_types"": [""Conv2d""], ""op_names"": [""feature.14""]}, {""sparsity"": 0.37641875468897223, ""op_types"": [""Conv2d""], ""op_names"": [""feature.17""]}, {""sparsity"": 0.4035972981289778, ""op_types"": [""Conv2d""], ""op_names"": [""feature.20""]}, {""sparsity"": 0.6377389768131138, ""op_types"": [""Conv2d""], ""op_names"": [""feature.24""]}, {""sparsity"": 0.764334010872433, ""op_types"": [""Conv2d""], ""op_names"": [""feature.27""]}, {""sparsity"": 0.795395681732165, ""op_types"": [""Conv2d""], ""op_names"": [""feature.30""]}, {""sparsity"": 0.8987990055712294, ""op_types"": [""Conv2d""], ""op_names"": [""feature.34""]}, {""sparsity"": 0.9729342819942969, ""op_types"": [""Conv2d""], ""op_names"": [""feature.37""]}, {""sparsity"": 0.9848828417727168, ""op_types"": [""Conv2d""], ""op_names"": [""feature.40""]}]"
0.8,0.1,"[{""sparsity"": 0.13642469863817033, ""op_types"": [""Conv2d""], ""op_names"": [""feature.3""]}, {""sparsity"": 0.19696550077988453, ""op_types"": [""Conv2d""], ""op_names"": [""feature.7""]}, {""sparsity"": 0.20453827555257206, ""op_types"": [""Conv2d""], ""op_names"": [""feature.10""]}, {""sparsity"": 0.34647798044424044, ""op_types"": [""Conv2d""], ""op_names"": [""feature.14""]}, {""sparsity"": 0.46850594926921624, ""op_types"": [""Conv2d""], ""op_names"": [""feature.17""]}, {""sparsity"": 0.5633129254314296, ""op_types"": [""Conv2d""], ""op_names"": [""feature.20""]}, {""sparsity"": 0.7816978540928006, ""op_types"": [""Conv2d""], ""op_names"": [""feature.24""]}, {""sparsity"": 0.7991590663782389, ""op_types"": [""Conv2d""], ""op_names"": [""feature.27""]}, {""sparsity"": 0.8099296599950873, ""op_types"": [""Conv2d""], ""op_names"": [""feature.30""]}, {""sparsity"": 0.8228864094033099, ""op_types"": [""Conv2d""], ""op_names"": [""feature.34""]}, {""sparsity"": 0.8626690211769016, ""op_types"": [""Conv2d""], ""op_names"": [""feature.37""]}, {""sparsity"": 0.9802602714850012, ""op_types"": [""Conv2d""], ""op_names"": [""feature.40""]}]"
0.8,0.1,"[{""sparsity"": 0.0014065279542001328, ""op_types"": [""Conv2d""], ""op_names"": [""feature.0""]}, {""sparsity"": 0.13508072163262944, ""op_types"": [""Conv2d""], ""op_names"": [""feature.3""]}, {""sparsity"": 0.15822339878509822, ""op_types"": [""Conv2d""], ""op_names"": [""feature.7""]}, {""sparsity"": 0.27769312189897655, ""op_types"": [""Conv2d""], ""op_names"": [""feature.10""]}, {""sparsity"": 0.33390684655991576, ""op_types"": [""Conv2d""], ""op_names"": [""feature.14""]}, {""sparsity"": 0.5190559787062463, ""op_types"": [""Conv2d""], ""op_names"": [""feature.17""]}, {""sparsity"": 0.5344129446949096, ""op_types"": [""Conv2d""], ""op_names"": [""feature.20""]}, {""sparsity"": 0.5996244230062704, ""op_types"": [""Conv2d""], ""op_names"": [""feature.24""]}, {""sparsity"": 0.8031913432288226, ""op_types"": [""Conv2d""], ""op_names"": [""feature.27""]}, {""sparsity"": 0.8258479754842307, ""op_types"": [""Conv2d""], ""op_names"": [""feature.30""]}, {""sparsity"": 0.8875558504778607, ""op_types"": [""Conv2d""], ""op_names"": [""feature.34""]}, {""sparsity"": 0.9202546566339851, ""op_types"": [""Conv2d""], ""op_names"": [""feature.37""]}, {""sparsity"": 0.9219087802418481, ""op_types"": [""Conv2d""], ""op_names"": [""feature.40""]}]"
0.8,0.1,"[{""sparsity"": 0.10961009608747874, ""op_types"": [""Conv2d""], ""op_names"": [""feature.0""]}, {""sparsity"": 0.14298761995943912, ""op_types"": [""Conv2d""], ""op_names"": [""feature.3""]}, {""sparsity"": 0.22455882169964264, ""op_types"": [""Conv2d""], ""op_names"": [""feature.7""]}, {""sparsity"": 0.27442890910477835, ""op_types"": [""Conv2d""], ""op_names"": [""feature.10""]}, {""sparsity"": 0.2978313422610006, ""op_types"": [""Conv2d""], ""op_names"": [""feature.14""]}, {""sparsity"": 0.3676331288960926, ""op_types"": [""Conv2d""], ""op_names"": [""feature.17""]}, {""sparsity"": 0.592578229232355, ""op_types"": [""Conv2d""], ""op_names"": [""feature.20""]}, {""sparsity"": 0.5952768261096897, ""op_types"": [""Conv2d""], ""op_names"": [""feature.24""]}, {""sparsity"": 0.8137428522581525, ""op_types"": [""Conv2d""], ""op_names"": [""feature.27""]}, {""sparsity"": 0.8195566598580134, ""op_types"": [""Conv2d""], ""op_names"": [""feature.30""]}, {""sparsity"": 0.8859993535423534, ""op_types"": [""Conv2d""], ""op_names"": [""feature.34""]}, {""sparsity"": 0.893327146045013, ""op_types"": [""Conv2d""], ""op_names"": [""feature.37""]}, {""sparsity"": 0.9740591921315205, ""op_types"": [""Conv2d""], ""op_names"": [""feature.40""]}]"
0.8,0.1,"[{""sparsity"": 0.16101206231846005, ""op_types"": [""Conv2d""], ""op_names"": [""feature.3""]}, {""sparsity"": 0.27881388109253447, ""op_types"": [""Conv2d""], ""op_names"": [""feature.7""]}, {""sparsity"": 0.31374098485410545, ""op_types"": [""Conv2d""], ""op_names"": [""feature.10""]}, {""sparsity"": 0.3736885998242153, ""op_types"": [""Conv2d""], ""op_names"": [""feature.14""]}, {""sparsity"": 0.3824149377322191, ""op_types"": [""Conv2d""], ""op_names"": [""feature.17""]}, {""sparsity"": 0.4345649397211314, ""op_types"": [""Conv2d""], ""op_names"": [""feature.20""]}, {""sparsity"": 0.6753941449095338, ""op_types"": [""Conv2d""], ""op_names"": [""feature.24""]}, {""sparsity"": 0.819732698179021, ""op_types"": [""Conv2d""], ""op_names"": [""feature.27""]}, {""sparsity"": 0.8251761802543465, ""op_types"": [""Conv2d""], ""op_names"": [""feature.30""]}, {""sparsity"": 0.8654009541396199, ""op_types"": [""Conv2d""], ""op_names"": [""feature.34""]}, {""sparsity"": 0.8815404777926716, ""op_types"": [""Conv2d""], ""op_names"": [""feature.37""]}, {""sparsity"": 0.9767474201918317, ""op_types"": [""Conv2d""], ""op_names"": [""feature.40""]}]"
0.8,0.1,"[{""sparsity"": 0.012710458446099039, ""op_types"": [""Conv2d""], ""op_names"": [""feature.3""]}, {""sparsity"": 0.25424059377701497, ""op_types"": [""Conv2d""], ""op_names"": [""feature.7""]}, {""sparsity"": 0.3431308539191725, ""op_types"": [""Conv2d""], ""op_names"": [""feature.10""]}, {""sparsity"": 0.43230872645886126, ""op_types"": [""Conv2d""], ""op_names"": [""feature.14""]}, {""sparsity"": 0.43271707926344244, ""op_types"": [""Conv2d""], ""op_names"": [""feature.17""]}, {""sparsity"": 0.4970080128828182, ""op_types"": [""Conv2d""], ""op_names"": [""feature.20""]}, {""sparsity"": 0.6748505197494505, ""op_types"": [""Conv2d""], ""op_names"": [""feature.24""]}, {""sparsity"": 0.7451680554065202, ""op_types"": [""Conv2d""], ""op_names"": [""feature.27""]}, {""sparsity"": 0.8595241724104735, ""op_types"": [""Conv2d""], ""op_names"": [""feature.30""]}, {""sparsity"": 0.8743953781925912, ""op_types"": [""Conv2d""], ""op_names"": [""feature.34""]}, {""sparsity"": 0.8904648057746839, ""op_types"": [""Conv2d""], ""op_names"": [""feature.37""]}, {""sparsity"": 0.9650515675074826, ""op_types"": [""Conv2d""], ""op_names"": [""feature.40""]}]"
0.8,0.1,"[{""sparsity"": 0.03606834521810276, ""op_types"": [""Conv2d""], ""op_names"": [""feature.0""]}, {""sparsity"": 0.11500721666010852, ""op_types"": [""Conv2d""], ""op_names"": [""feature.3""]}, {""sparsity"": 0.17275192679904444, ""op_types"": [""Conv2d""], ""op_names"": [""feature.7""]}, {""sparsity"": 0.29929485559805963, ""op_types"": [""Conv2d""], ""op_names"": [""feature.10""]}, {""sparsity"": 0.3829742978366944, ""op_types"": [""Conv2d""], ""op_names"": [""feature.14""]}, {""sparsity"": 0.5115140340337208, ""op_types"": [""Conv2d""], ""op_names"": [""feature.17""]}, {""sparsity"": 0.5269962205628755, ""op_types"": [""Conv2d""], ""op_names"": [""feature.20""]}, {""sparsity"": 0.640752451140542, ""op_types"": [""Conv2d""], ""op_names"": [""feature.24""]}, {""sparsity"": 0.7459080732556234, ""op_types"": [""Conv2d""], ""op_names"": [""feature.27""]}, {""sparsity"": 0.8025559209554545, ""op_types"": [""Conv2d""], ""op_names"": [""feature.30""]}, {""sparsity"": 0.8491956248334239, ""op_types"": [""Conv2d""], ""op_names"": [""feature.34""]}, {""sparsity"": 0.9546637920527566, ""op_types"": [""Conv2d""], ""op_names"": [""feature.37""]}, {""sparsity"": 0.9819617048702178, ""op_types"": [""Conv2d""], ""op_names"": [""feature.40""]}]"
0.8,0.1,"[{""sparsity"": 0.05034962091431491, ""op_types"": [""Conv2d""], ""op_names"": [""feature.0""]}, {""sparsity"": 0.052642963891333584, ""op_types"": [""Conv2d""], ""op_names"": [""feature.3""]}, {""sparsity"": 0.2556967638727465, ""op_types"": [""Conv2d""], ""op_names"": [""feature.7""]}, {""sparsity"": 0.3062287387217277, ""op_types"": [""Conv2d""], ""op_names"": [""feature.10""]}, {""sparsity"": 0.44587066682153825, ""op_types"": [""Conv2d""], ""op_names"": [""feature.14""]}, {""sparsity"": 0.46581878485654193, ""op_types"": [""Conv2d""], ""op_names"": [""feature.17""]}, {""sparsity"": 0.633643513947791, ""op_types"": [""Conv2d""], ""op_names"": [""feature.20""]}, {""sparsity"": 0.7286061736723335, ""op_types"": [""Conv2d""], ""op_names"": [""feature.24""]}, {""sparsity"": 0.759665692989135, ""op_types"": [""Conv2d""], ""op_names"": [""feature.27""]}, {""sparsity"": 0.8233458784971964, ""op_types"": [""Conv2d""], ""op_names"": [""feature.30""]}, {""sparsity"": 0.8252410516643471, ""op_types"": [""Conv2d""], ""op_names"": [""feature.34""]}, {""sparsity"": 0.9112575731445677, ""op_types"": [""Conv2d""], ""op_names"": [""feature.37""]}, {""sparsity"": 0.9456865182682394, ""op_types"": [""Conv2d""], ""op_names"": [""feature.40""]}]"
