sparsity,performance,config_list
0.1,0.9386,"[{""op_names"": [""layer2.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.006055814750556612}, {""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""], ""sparsity"": 0.010399588789551686}, {""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.030380485752977245}, {""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.04051857531405777}, {""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.052719933126650846}, {""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0625909867298272}, {""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.08965213450583356}, {""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.09194774337008443}, {""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0989716900315565}, {""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.10329999184673018}, {""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.10803296008361701}, {""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.10899383740747154}, {""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.11785396355333261}]"
0.1,0.9382,"[{""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0021564663015218666}, {""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.008546349391217537}, {""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.027682383508637137}, {""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0773167667507025}, {""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0864879829436599}, {""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.09474846449587458}, {""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.09636354337432636}, {""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.10081046600166056}, {""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.10663611060171643}, {""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.11045810555080085}, {""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.12402744364467817}]"
0.1,0.9426,"[{""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0018108116245911434}, {""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.010313544680672448}, {""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.019986504465614098}, {""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.023528958958329713}, {""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.02530740336330941}, {""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.06551200650716141}, {""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.06625450187307812}, {""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.08286149726522046}, {""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.08362735417386061}, {""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.10271632963250231}, {""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.2010005776707809}]"
0.1,0.9391,"[{""op_names"": [""layer1.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 1.5005667095389882e-05}, {""op_names"": [""layer1.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.01095109308015146}, {""op_names"": [""layer1.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.02244750091379285}, {""op_names"": [""layer1.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.041521663105656574}, {""op_names"": [""layer2.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0415830082936236}, {""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""], ""sparsity"": 0.05477275473653634}, {""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.054853912171255376}, {""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0640402602843297}, {""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.06768572842703152}, {""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.07102844725639432}, {""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.07439516660914235}, {""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.07698718571324346}, {""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.09686018717485796}, {""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.10199550704274393}, {""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.10219434882987015}, {""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.11198265559123972}, {""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.11970311079055528}]"
0.1,0.9407,"[{""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.021348800635243605}, {""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.025600903706604044}, {""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.045011317385935716}, {""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.052527291158867395}, {""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.06888602673271048}, {""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.08528880392622265}, {""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.09819383792908339}, {""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.1116554546321202}, {""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.11224087454620164}, {""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.11240708213628187}, {""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.11710939029204954}]"
0.1,0.9405,"[{""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.00662891603339843}, {""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.03935470414459292}, {""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.042190646179601214}, {""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.046557904622834344}, {""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0567005606514677}, {""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.07489299026529302}, {""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.07699031624609519}, {""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.09321702639399565}, {""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0938221991642393}, {""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.11667180405424649}, {""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.15241209642604345}]"
0.1,0.9403,"[{""op_names"": [""layer1.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0056796737253143}, {""op_names"": [""layer2.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.009866067130408222}, {""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""], ""sparsity"": 0.028880921534721823}, {""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.030919113101034783}, {""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.04412435097280355}, {""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.053196026035076026}, {""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.06603656390095242}, {""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.06853969855219157}, {""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0814161458544815}, {""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.08198566721455161}, {""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.08452924249243955}, {""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.10488043902765136}, {""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.12108187903419881}, {""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.1285079284667149}]"
0.1,0.9402,"[{""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0029861697307878975}, {""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.011021468892486523}, {""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.019611722620201232}, {""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.02226200861639427}, {""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.04160446284758416}, {""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.05442424594156329}, {""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.05529850310969684}, {""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.06295612854141942}, {""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.06950298210957127}, {""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.12210857132463415}, {""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.1265235635747337}, {""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.13776592700337187}]"
0.1,0.9402,"[{""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0043564149983002865}, {""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.008414570903390699}, {""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.021614374835893187}, {""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.04829883053760965}, {""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.05116392018918094}, {""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.053189083320263515}, {""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.06064788199374262}, {""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0659374971338468}, {""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0832667884598684}, {""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.10274604566362833}, {""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.113800182898725}, {""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.1583357728239733}]"
0.1,0.9408,"[{""op_names"": [""layer1.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.013135654189802701}, {""op_names"": [""layer1.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.015831298582029155}, {""op_names"": [""layer2.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.02325230222267562}, {""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""], ""sparsity"": 0.02348591179699929}, {""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.029046022643793173}, {""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.0402711405135026}, {""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.04575891824368989}, {""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.06839900880019471}, {""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.06992214465579188}, {""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.07552555335086586}, {""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.07575277777621289}, {""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.07910588388998399}, {""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.08244524339582253}, {""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""], ""sparsity"": 0.1000120173349454}, {""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""], ""sparsity"": 0.17745545174294083}]"
