sparsity,performance,config_list
0.2,0.9271,"[{""sparsity"": 0.0016024877980910983, ""op_names"": [""layer3.0.shortcut.0""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.026012703582582265, ""op_names"": [""layer1.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.050608771402475106, ""op_names"": [""layer1.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.05376145091077665, ""op_names"": [""layer1.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.07569154056425599, ""op_names"": [""layer1.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.1020105249042659, ""op_names"": [""layer2.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.10867137606317706, ""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.10903292480878907, ""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.149330498522611, ""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.1589943916442039, ""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.16478933269353854, ""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.17391595936220666, ""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.1741035575366255, ""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.18365359346549148, ""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.1921636371825321, ""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.19273986971681561, ""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.2241856348193932, ""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.2409051265864098, ""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""]}]"
0.2,0.9358,"[{""sparsity"": 0.006073671931086359, ""op_names"": [""layer2.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.05696557712075612, ""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.07943355596830763, ""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.08311760740676398, ""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.0866754731083582, ""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.09326851735744678, ""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.1536269795461785, ""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.19456650788769186, ""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.1964194157680362, ""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.19810740860103376, ""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.21323158827953168, ""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.22963912305660408, ""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.23731388870985487, ""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""]}]"
0.2,0.9301,"[{""sparsity"": 0.02383902598002015, ""op_names"": [""layer2.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.04758032194179763, ""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.07050932821066254, ""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.0853887702850755, ""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.11820450812902439, ""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.1377667049169084, ""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.14324526280609795, ""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.1473711409460024, ""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.14958010881253025, ""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.1789674703433461, ""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.17954104304638405, ""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.21500655686589615, ""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.31416060621551645, ""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""]}]"
0.2,0.9343,"[{""sparsity"": 0.00041959250786621863, ""op_names"": [""layer2.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.0043197282062222096, ""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.007392937759359644, ""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.0402003874591152, ""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.08669418365725946, ""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.10970811110040792, ""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.12152663258877618, ""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.1276635483341709, ""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.13990254688086767, ""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.1427460571243906, ""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.1887636543727202, ""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.2513143087959496, ""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.31489808449717227, ""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""]}]"
0.2,0.9387,"[{""sparsity"": 0.0026738033073987304, ""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.01949090673314867, ""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.03720398367388143, ""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.04516689921877947, ""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.06535257522673815, ""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.09627364851751258, ""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.09988077112896522, ""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.14347139597944344, ""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.15918447963527377, ""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.22398432598503992, ""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.25208302815136996, ""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.29073153378382605, ""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""]}]"
0.2,0.9338,"[{""sparsity"": 0.04633328609701241, ""op_names"": [""layer2.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.04973575556725388, ""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.05142599356648765, ""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.0690630677333507, ""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.10482205491825293, ""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.11523276943324774, ""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.12352055463321927, ""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.12510476502461335, ""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.15200234531402332, ""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.16032852575291895, ""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.18876497513210616, ""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.22026286613854026, ""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.3239362200890768, ""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""]}]"
0.2,0.9339,"[{""sparsity"": 0.0028333172050971135, ""op_names"": [""layer1.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.008828218227148561, ""op_names"": [""layer1.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.03486699011181845, ""op_names"": [""layer2.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.04720643483534196, ""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.047703584511775025, ""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.049688827086328775, ""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.05817049772748846, ""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.09868650412343076, ""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.12543045793681887, ""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.161257403675552, ""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.16417653322837372, ""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.20448230055272454, ""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.22462541895762667, ""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.22813180839554278, ""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.25231479504136567, ""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""]}]"
0.2,0.9311,"[{""sparsity"": 0.0324540731151453, ""op_names"": [""layer1.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.034128944465446814, ""op_names"": [""layer1.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.05105574154942899, ""op_names"": [""layer2.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.05585948210598296, ""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.06155586390283426, ""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.09572047241134733, ""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.11334461098475601, ""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.13786515033138794, ""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.13934478610168702, ""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.14176398219908082, ""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.16386166112020298, ""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.2092187939739251, ""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.22458599196438084, ""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.2292468329591451, ""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.23641307356524977, ""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""]}]"
0.2,0.9331,"[{""sparsity"": 0.018828325043119248, ""op_names"": [""layer1.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.024793446954365875, ""op_names"": [""layer1.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.031750466150034254, ""op_names"": [""layer1.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.047186124299793526, ""op_names"": [""layer2.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.04811109470953639, ""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.06513793020876017, ""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.07886578392214401, ""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.10161905742940508, ""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.11655177640099211, ""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.11818531470599222, ""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.14197479958156134, ""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.19428729499176284, ""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.19766522092612557, ""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.20546606668838124, ""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.2413754146511756, ""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.25145051546433334, ""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""]}]"
0.2,0.9326,"[{""sparsity"": 0.008454014325457119, ""op_names"": [""layer1.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.016021162000769463, ""op_names"": [""layer1.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.045326463342895446, ""op_names"": [""layer2.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.05492369330686587, ""op_names"": [""layer4.0.shortcut.0""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.078581987913685, ""op_names"": [""layer2.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.08770575450463838, ""op_names"": [""layer2.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.10991058632483866, ""op_names"": [""layer2.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.12551407168169945, ""op_names"": [""layer3.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.1281366868161208, ""op_names"": [""layer3.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.14050766721242938, ""op_names"": [""layer3.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.15313016698427384, ""op_names"": [""layer3.1.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.15766796700347166, ""op_names"": [""layer4.0.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.16738505685949998, ""op_names"": [""layer4.0.conv2""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.22881313686971208, ""op_names"": [""layer4.1.conv1""], ""op_types"": [""Conv2d""]}, {""sparsity"": 0.3277053244199737, ""op_names"": [""layer4.1.conv2""], ""op_types"": [""Conv2d""]}]"
