sparsity,performance,config_list
0.1,0.9216,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.05541244762933806, ""op_names"": [""feature.17""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.058080127499169076, ""op_names"": [""feature.20""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.05909570285045513, ""op_names"": [""feature.24""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.059844008251769415, ""op_names"": [""feature.27""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.07970215071485633, ""op_names"": [""feature.30""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.11566189393375294, ""op_names"": [""feature.34""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.12842800017171216, ""op_names"": [""feature.37""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.18195479686382118, ""op_names"": [""feature.40""]}]"
0.1,0.9275,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.049581374698988094, ""op_names"": [""feature.24""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.051588045774373134, ""op_names"": [""feature.27""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.07438786847172146, ""op_names"": [""feature.30""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.12527645714331379, ""op_names"": [""feature.34""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.14557541388944337, ""op_names"": [""feature.37""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.20189341204456096, ""op_names"": [""feature.40""]}]"
0.1,0.9283,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.00308020554700071, ""op_names"": [""feature.20""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.023280075439228498, ""op_names"": [""feature.24""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.02391439395047724, ""op_names"": [""feature.27""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.13155509850557445, ""op_names"": [""feature.30""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.1395427571743218, ""op_names"": [""feature.34""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.15595966408139622, ""op_names"": [""feature.37""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.16012958296193056, ""op_names"": [""feature.40""]}]"
0.1,0.9189,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.0632503388216549, ""op_names"": [""feature.17""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.07418847274606062, ""op_names"": [""feature.20""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.08167584264755164, ""op_names"": [""feature.24""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.08542606729650469, ""op_names"": [""feature.27""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.09197587416660326, ""op_names"": [""feature.30""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.09678347386180416, ""op_names"": [""feature.34""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.12734122274991633, ""op_names"": [""feature.37""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.14678702353285805, ""op_names"": [""feature.40""]}]"
0.1,0.928,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.0022797727846272688, ""op_names"": [""feature.17""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.015218074747800903, ""op_names"": [""feature.20""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.020056382686805988, ""op_names"": [""feature.24""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.04001670807203253, ""op_names"": [""feature.27""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.12090642131959654, ""op_names"": [""feature.30""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.13735755728471843, ""op_names"": [""feature.34""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.14724332686859296, ""op_names"": [""feature.37""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.1635850887857283, ""op_names"": [""feature.40""]}]"
0.1,0.9248,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.020463612527398336, ""op_names"": [""feature.17""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.029273928731236284, ""op_names"": [""feature.20""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.05734865058073504, ""op_names"": [""feature.24""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.0720613651888253, ""op_names"": [""feature.27""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.0949824689624289, ""op_names"": [""feature.30""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.119773739822191, ""op_names"": [""feature.34""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.13855039300445124, ""op_names"": [""feature.37""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.15703473501532442, ""op_names"": [""feature.40""]}]"
0.1,0.9284,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.01700940794390732, ""op_names"": [""feature.20""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.02216698652643036, ""op_names"": [""feature.24""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.04991580446934421, ""op_names"": [""feature.27""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.07496737550133942, ""op_names"": [""feature.30""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.1022409614822869, ""op_names"": [""feature.34""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.16819808833610564, ""op_names"": [""feature.37""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.21285429351036858, ""op_names"": [""feature.40""]}]"
0.1,0.9214,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.014090851566407768, ""op_names"": [""feature.14""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.029882057110144997, ""op_names"": [""feature.17""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.033413613664900615, ""op_names"": [""feature.20""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.03943814551777622, ""op_names"": [""feature.24""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.043974187770962216, ""op_names"": [""feature.27""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.08621606539419084, ""op_names"": [""feature.30""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.1015679399753879, ""op_names"": [""feature.34""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.14415535053639886, ""op_names"": [""feature.37""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.2102939022137657, ""op_names"": [""feature.40""]}]"
0.1,0.9202,"[{""op_types"": [""Conv2d""], ""sparsity"": 2.036818597859619e-05, ""op_names"": [""feature.10""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.015464493987737905, ""op_names"": [""feature.14""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.025233168131609435, ""op_names"": [""feature.17""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.03867764285389832, ""op_names"": [""feature.20""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.07612235120739415, ""op_names"": [""feature.24""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.07932599178999619, ""op_names"": [""feature.27""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.09168534612531412, ""op_names"": [""feature.30""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.11836798510657763, ""op_names"": [""feature.34""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.12602970053930312, ""op_names"": [""feature.37""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.15213004955053142, ""op_names"": [""feature.40""]}]"
0.1,0.9301,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.03731863204411616, ""op_names"": [""feature.27""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.05275664083760378, ""op_names"": [""feature.30""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.12202921922909075, ""op_names"": [""feature.34""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.19018491956904066, ""op_names"": [""feature.37""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.22122301821451507, ""op_names"": [""feature.40""]}]"
