sparsity,performance,config_list
0.95,0.1,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.28844765385909904, ""op_names"": [""layer2.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5304164875348025, ""op_names"": [""layer3.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.54584130249735, ""op_names"": [""layer1.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5878924253538422, ""op_names"": [""layer1.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6000895638425492, ""op_names"": [""layer1.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6880499936842561, ""op_names"": [""layer1.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6907746260818014, ""op_names"": [""layer2.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.750824500732194, ""op_names"": [""layer4.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.784910074338657, ""op_names"": [""layer2.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7903009762342723, ""op_names"": [""layer2.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9167858199697686, ""op_names"": [""layer2.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9221814412867838, ""op_names"": [""layer3.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9307791805449032, ""op_names"": [""layer3.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9327170295672719, ""op_names"": [""layer3.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9552421207483819, ""op_names"": [""layer3.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9596065839454406, ""op_names"": [""layer4.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9674925562002746, ""op_names"": [""layer4.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9785108127993888, ""op_names"": [""layer4.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9823849760171891, ""op_names"": [""layer4.1.conv2""]}]"
0.95,0.1,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.516541008968589, ""op_names"": [""layer2.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5457085925621245, ""op_names"": [""layer3.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5835932776078104, ""op_names"": [""layer1.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7069162091514006, ""op_names"": [""layer1.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7127750918834129, ""op_names"": [""layer1.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7150093133015402, ""op_names"": [""layer1.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7383893638006687, ""op_names"": [""layer2.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7838074790452888, ""op_names"": [""layer4.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.791980915403073, ""op_names"": [""layer2.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8084311938511658, ""op_names"": [""layer2.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8128623664197452, ""op_names"": [""layer2.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.826466851627198, ""op_names"": [""layer3.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8567650811888348, ""op_names"": [""layer3.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8741886950399704, ""op_names"": [""layer3.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.916914861977592, ""op_names"": [""layer3.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9406342623959368, ""op_names"": [""layer4.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9936391934084726, ""op_names"": [""layer4.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9949771471410269, ""op_names"": [""layer4.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9999033073368662, ""op_names"": [""layer4.1.conv2""]}]"
0.95,0.1,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.43658135489245925, ""op_names"": [""layer2.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.44733907575851883, ""op_names"": [""layer3.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5051901982279176, ""op_names"": [""layer1.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5139970790249077, ""op_names"": [""layer1.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5794972727985628, ""op_names"": [""layer1.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5962120402671237, ""op_names"": [""layer1.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7019540130398577, ""op_names"": [""layer2.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7386120334208126, ""op_names"": [""layer4.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7504989288885535, ""op_names"": [""layer2.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8065538607276262, ""op_names"": [""layer2.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8292895205188673, ""op_names"": [""layer2.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8665595373305802, ""op_names"": [""layer3.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8851482367329642, ""op_names"": [""layer3.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9072984737753531, ""op_names"": [""layer3.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9620205271386976, ""op_names"": [""layer3.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9663514983602016, ""op_names"": [""layer4.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9777589108405875, ""op_names"": [""layer4.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9858443028566873, ""op_names"": [""layer4.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9955517401270783, ""op_names"": [""layer4.1.conv2""]}]"
0.95,0.1,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.3378218228674256, ""op_names"": [""layer2.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.3400738159477827, ""op_names"": [""layer3.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.4370375493871612, ""op_names"": [""layer1.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.48814205786028975, ""op_names"": [""layer1.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.529891277151987, ""op_names"": [""layer1.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5618940070034403, ""op_names"": [""layer1.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6971381140372631, ""op_names"": [""layer2.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7010475607634499, ""op_names"": [""layer4.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7224753794112544, ""op_names"": [""layer2.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7694097034022072, ""op_names"": [""layer2.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8227717499506593, ""op_names"": [""layer2.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.834645573251605, ""op_names"": [""layer3.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8559568209885708, ""op_names"": [""layer3.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9551299331363415, ""op_names"": [""layer3.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9684218209179934, ""op_names"": [""layer3.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9719505926827888, ""op_names"": [""layer4.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.972329827898371, ""op_names"": [""layer4.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9961885790435203, ""op_names"": [""layer4.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9968957438830427, ""op_names"": [""layer4.1.conv2""]}]"
0.95,0.1,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.29733154455497196, ""op_names"": [""layer2.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.3469949228891821, ""op_names"": [""layer3.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5095231835783295, ""op_names"": [""layer1.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5208371793449145, ""op_names"": [""layer1.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5364299627275321, ""op_names"": [""layer1.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5994460329229068, ""op_names"": [""layer1.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6600926775851823, ""op_names"": [""layer2.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6612352723590736, ""op_names"": [""layer4.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6655449116316288, ""op_names"": [""layer2.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8333304507255799, ""op_names"": [""layer2.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8679739878931758, ""op_names"": [""layer2.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8691966417151499, ""op_names"": [""layer3.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8980697481583888, ""op_names"": [""layer3.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9238436840928391, ""op_names"": [""layer3.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9549088811196227, ""op_names"": [""layer3.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9711169530543576, ""op_names"": [""layer4.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9835244372205285, ""op_names"": [""layer4.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9864055271908255, ""op_names"": [""layer4.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9900733762858942, ""op_names"": [""layer4.1.conv2""]}]"
0.95,0.1,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.19280443153611468, ""op_names"": [""layer2.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.3568591202499574, ""op_names"": [""layer3.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5083386784296493, ""op_names"": [""layer1.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5259003978241957, ""op_names"": [""layer1.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.545773511673031, ""op_names"": [""layer1.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5789755995806803, ""op_names"": [""layer1.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6415336122769217, ""op_names"": [""layer2.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6579166185168573, ""op_names"": [""layer4.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6811996430934467, ""op_names"": [""layer2.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7016907842445881, ""op_names"": [""layer2.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.798480054358666, ""op_names"": [""layer2.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8266120344527457, ""op_names"": [""layer3.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8945528141297491, ""op_names"": [""layer3.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9326223169342465, ""op_names"": [""layer3.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9451722232793676, ""op_names"": [""layer3.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9769322643765361, ""op_names"": [""layer4.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.983871970460753, ""op_names"": [""layer4.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9959537222658184, ""op_names"": [""layer4.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9964079151715678, ""op_names"": [""layer4.1.conv2""]}]"
0.95,0.1,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.047186706101037215, ""op_names"": [""conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.12231335077712219, ""op_names"": [""layer2.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.34442314394144696, ""op_names"": [""layer3.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.4535962558128335, ""op_names"": [""layer1.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.532237095294235, ""op_names"": [""layer1.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5401515444755495, ""op_names"": [""layer1.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5884309367045085, ""op_names"": [""layer1.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5963082075573715, ""op_names"": [""layer2.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6385933224265661, ""op_names"": [""layer4.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6531761414502533, ""op_names"": [""layer2.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7197266320157206, ""op_names"": [""layer2.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8406157590930412, ""op_names"": [""layer2.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.865668940224292, ""op_names"": [""layer3.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9102509743779511, ""op_names"": [""layer3.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9345844503199975, ""op_names"": [""layer3.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9347720210743867, ""op_names"": [""layer3.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9800598778913632, ""op_names"": [""layer4.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9833217594177999, ""op_names"": [""layer4.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9872384530481035, ""op_names"": [""layer4.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9989699767678345, ""op_names"": [""layer4.1.conv2""]}]"
0.95,0.1,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.15889328919206694, ""op_names"": [""layer2.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.39155207938447123, ""op_names"": [""layer3.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5500273937074002, ""op_names"": [""layer1.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5696750715320341, ""op_names"": [""layer1.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5896900376020224, ""op_names"": [""layer1.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6330077448585353, ""op_names"": [""layer1.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7122704675104443, ""op_names"": [""layer2.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7356640652621534, ""op_names"": [""layer4.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7942868559931311, ""op_names"": [""layer2.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8101894287121706, ""op_names"": [""layer2.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8195491798673181, ""op_names"": [""layer2.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8432241357350159, ""op_names"": [""layer3.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9057928554310144, ""op_names"": [""layer3.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9159807447262086, ""op_names"": [""layer3.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9341846463772029, ""op_names"": [""layer3.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9477208673930883, ""op_names"": [""layer4.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9739561433453604, ""op_names"": [""layer4.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9942241992502269, ""op_names"": [""layer4.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9997557126273009, ""op_names"": [""layer4.1.conv2""]}]"
0.95,0.1,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.1207311373504306, ""op_names"": [""conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.20732487502837996, ""op_names"": [""layer2.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.3373004892490492, ""op_names"": [""layer3.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.4661683125803144, ""op_names"": [""layer1.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5112101051257397, ""op_names"": [""layer1.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6536392126594225, ""op_names"": [""layer1.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6895198452399776, ""op_names"": [""layer1.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6950925260149359, ""op_names"": [""layer2.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7074624860509225, ""op_names"": [""layer4.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7795723428395849, ""op_names"": [""layer2.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8055143317361959, ""op_names"": [""layer2.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.862799047319669, ""op_names"": [""layer2.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8650228031603446, ""op_names"": [""layer3.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8880439744931198, ""op_names"": [""layer3.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8965472043792625, ""op_names"": [""layer3.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9623924275782586, ""op_names"": [""layer3.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9755052479708026, ""op_names"": [""layer4.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9790143865510438, ""op_names"": [""layer4.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9879586611055873, ""op_names"": [""layer4.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9880391972756927, ""op_names"": [""layer4.1.conv2""]}]"
0.95,0.1,"[{""op_types"": [""Conv2d""], ""sparsity"": 0.1052566266106065, ""op_names"": [""conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.24398843540620363, ""op_names"": [""layer2.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.2621818947378699, ""op_names"": [""layer3.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.39991896832084095, ""op_names"": [""layer1.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.430440589444409, ""op_names"": [""layer1.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.5869396748212053, ""op_names"": [""layer1.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6411322867101714, ""op_names"": [""layer1.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.6755840945320734, ""op_names"": [""layer2.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.733694612139283, ""op_names"": [""layer4.0.shortcut.0""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7556044068897861, ""op_names"": [""layer2.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.773581012003155, ""op_names"": [""layer2.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.7762520058111739, ""op_names"": [""layer2.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8095017459622975, ""op_names"": [""layer3.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.8643528549218664, ""op_names"": [""layer3.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9035856131275425, ""op_names"": [""layer3.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9489130657937673, ""op_names"": [""layer3.1.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.987654382171805, ""op_names"": [""layer4.0.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9897429240831328, ""op_names"": [""layer4.0.conv2""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9916876843097725, ""op_names"": [""layer4.1.conv1""]}, {""op_types"": [""Conv2d""], ""sparsity"": 0.9950588754171825, ""op_names"": [""layer4.1.conv2""]}]"
